"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Trevion Brown","G","6-2","160","FR","Tacoma, WA"
"1","Ajay Sanders","G","6-4","195","JR","Greenville, NC"
"2","Artur Labinowicz","G","6-4","190","SO","Charlotte, NC"
"4","Christian Adams","G","6-3","190","JR","Winston-salem, NC"
"5","Jaylen Shaw","G","6-1","190","SR","Hartsville, SC"
"11","Josh Peterson","G","5-10","165","SO","Woodbridge, VA"
"13","Matt Lindsey","G","6-1","190","JR","North Myrtle Beach, SC"
"15","Amidou Bamba","F","6-8","240","SO","Toronto, ON"
"20","Demario Beck","F","6-8","220","SR","Cochran, GA"
"22","Bill Muse","G","6-2","190","JR","Muskogee, OK"
"30","Josh Coleman","C","6-9","240","JR","Alpharetta, GA"
"40","Zac Cuthbertson","F","6-7","176","JR","New Bern, NC"
