"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ryan Woolridge","G","6-3","175","SO","Mansfield, TX"
"1","A.J. Lawson","G","6-5","195","SO","Bryan, TX"
"2","Jorden Duffy","G","6-1","170","JR","Upper Marlboro, MD"
"3","Roosevelt Smart","G","6-3","185","SO","Chicago, IL"
"4","Umoja Gibson","G","6-1","160","FR","Waco, TX"
"5","Allante Holston","G","6-7","190","JR","Capitol Heights, MD"
"10","Jahmiah Simmons","F","6-4","215","SO","St. Thomas, Virgin Islands"
"13","Mark Tikhonenko","F","6-10","210","FR","Moscow, Russia"
"14","Bryce Jackson","F","6-6","210","SR","Keller, TX"
"20","Tope Arikawe","F","6-8","220","JR","Lagos, Nigeria"
"22","Khalil Fuller","F","6-8","270","SO","Moreno Valley, CA"
"23","Michael Miller","G","6-3","170","JR","Michigan City, IN"
"24","Zachary Simmons","F","6-9","235","FR","Abilene, TX"
"50","Shane Temara","F","6-9","225","SR","Syracuse, NY"
"55","DJ Draper","G","5-10","165","SO","Bedford, TX"
