"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Anthony Boateng","G","5-9","150","FR","Bronx, NY"
"2","Zach Radz","G","6-2","185","SO","Watervliet, NY"
"4","Alex Watson","G","6-3","170","FR","Marietta, GA"
"5","De'von Barnett","F","6-5","195","SR","Waldorf, MD"
"10","Charles Tucker Jr.","G","6-1","188","SR","Lansing, MI"
"11","Jaecee Martin","G","5-9","180","FR","Hartford, CT"
"13","Cavan LaRose","F","6-3","185","SR","Ogdensburg, NY"
"14","Chris Robinson","G","6-3","165","SR","Bronx, NY"
"21","Joseph Lopez","F","6-7","220","SR","Miami, FL"
"22","Sean Hoehn","G","6-2","182","JR","Morristown, NJ"
"24","E.J. Anosike","F","6-7","235","FR","East Orange, NJ"
"25","Jarel Spellman","F","6-10","205","JR","Glen Allen, VA"
"30","Kinnon LaRose","G","6-3","185","SO","Ogdensburg, NY"
"31","Mario Matasovic","F","6-8","215","SR","Gornja Vrba, Croatia"
