"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Gabe Levin","F","6-7","230","SR","Oak Park, IL"
"2","Javonntie Jackson","F","6-6","190","SO","Compton, CA"
"3","Jordan Roberts","G","6-8","195","FR","Bakersfield, CA"
"4","Temidayo Yussuf","F","6-7","265","JR","Oakland, CA"
"5","Mason Riggins","F","6-8","230","JR","Whitewright, TX"
"10","Bryan Alberts","G","6-5","200","JR","Northridge, CA"
"11","Jordan Griffin","G","6-3","165","SO","Corona, CA"
"12","Quentin Shropshire","F","6-6","205","SR","Los Angeles, CA"
"13","Barry Ogalue","F","6-5","200","SR","Elk Grove, CA"
"14","KJ Byers","G","6-7","195","JR","Charlotte, NC"
"15","Deishuan Booker","G","6-3","170","JR","Las Vegas, NV"
"20","Breamon Richard","G","5-10","160","JR","Los Angeles, CA"
"21","Jaice Gardner","F","6-4","200","FR","Encino, CA"
"22","LaRond Williams","F","6-9","205","SO","Long Beach, CA"
"23","Edon Maxhuni","G","6-2","185","FR","Jarvenpaa, Finland"
"35","Apic Milos","F","6-10","200","FR","Novi Sad, Serbia"
