"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Charles Taylor","G","6-4","190","JR","Washington, DC"
"4","Derek Roscoe","F","6-9","225","JR","Chicago, IL"
"5","Paris Collins","G","6-4","186","JR","SAN ANTONIO, TX"
"10","Sherron Wilson","F","6-6","230","JR","Las Vegas, NV"
"11","Anfernee Felton","G","5-11","160","JR","Jackson, MS"
"12","Maurice Rivers","F","6-7","200","JR","Atlanta, GA"
"13","Jordan Berry","G","6-1","170","FR","Desoto, TX"
"15","Javeres Brent","G","6-3","190","JR","Jackson, MS"
"20","Jordan Ford","G","6-7","180","FR","Atlanta, GA"
"21","Demetrice Clopton","C","6-9","230","FR","Columbus, MS"
"23","Darius Austin","F","6-6","220","JR","CENTREVILLE, IL"
"24","Jeremiah Bozeman","G","6-2","175","FR","Alva, OK"
"25","Jesse Love","G","6-1","185","FR","Jackson, MS"
"33","Montreal Nabors","G","6-2","160","SO","Aberdeen, MS"
