"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jordan Garnett","F","6-5","220","SR","Indianapolis, IN"
"2","Paul Djoko","G","6-4","190","FR","Strasbourg, France"
"3","Tre Cobbs","G","5-10","185","SO","Lima, OH"
"4","Jeff Garrett","F","6-6","220","JR","Gadsden, AL"
"5","Jalen Tate","F","6-5","170","FR","Pickerington, OH"
"11","Mason Faulkner","G","6-1","165","SO","Glasgow, KY"
"15","Tyler Sharpe","G","6-1","185","SO","Mount Washington, KY"
"20","Nick Ayers","G","6-3","190","SR","Independence, KY"
"23","Carson Williams","F","6-5","230","SO","Owenton, KY"
"30","Lavone Holland II","G","6-1","185","SR","Louisville, KY"
"32","Dantez Walton","G","6-5","205","SO","Lima, OH"
"33","Chris Vogt","C","7-0","225","FR","Mayfield, KY"
"34","Drew McDonald","F","6-7","250","JR","Cold Spring, KY"
