"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Mastadi Pitt","G","6-1","205","FR","Hampton, VA"
"1","Preston Bungei","G","6-6","200","SR","Albuquerque, NM"
"2","Zaynah Robinson","G","5-11","180","SR","Atlanta, GA"
"5","Bryan Gellineau","C","6-11","245","SR","Amityville, NY"
"13","Stavian Allen","F","6-7","210","SR","Cary, NC"
"14","Nic Thomas","G","6-2","185","SO","Arlington, TX"
"22","Alex Long","F","6-8","220","JR","Clinton, MD"
"24","Kyle Williams","G","6-4","185","SR","Bronx, NY"
"34","Steven Whitley","G","6-3","210","SO","Norfolk, VA"
"35","Derrik Jamerson Jr.","G","6-5","190","JR","Detroit, MI"
"44","Dan Robinson","C","7-0","220","SR","Norfolk, VA"
