"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Charles Jackson","G","6-5","210","SO","Cleveland, MS"
"3","Kennedy McKinney","G","6-3","170","JR","Memphis, TN"
"10","Jaquan Lynch","G","6-3","180","SR","Brooklyn, NY"
"12","Marquis Cunningham","C","6-8","200","SR","Bronx, NY"
"13","Joe'Randle Toliver","G","6-4","180","JR","Jonesboro, AR"
"14","Marcus Wallace","G","6-1","180","SO","Jackson, MS"
"15","Trent Steen","F","6-8","225","JR","Forrest City, AR"
"21","Artavious McDyess","F","6-10","215","FR","Columbus, MS"
"22","Khalid Campbell","G","6-1","175","FR","Greenwood, MS"
"25","Cedric Turner","F","6-8","250","FR","Houston, TX"
"30","Deshon Bayless","F","6-8","220","SR","Laurel, MS"
"34","Devin Berry","F","6-7","220","SR","Columbus, MS"
"35","Travon Harper","F","6-8","220","JR","Mc Neil, AR"
"40","J'Breun Sprinkle","G","6-2","175","SO","White Hall, AR"
"44","Ghiavonni Robinson","G","6-3","190","SR","Itta Bena, MS"
"52","David Tillman","C","6-10","215","JR","Houston, TX"
"--","- Null","C","--","--","--","--"
