"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Aaron Robinson","G","6-6","215","JR","Takoma Park, MD"
"2","Sam Donahue","G","6-1","180","SR","Stonington, CT"
"3","Travis Atson","G","6-5","205","SO","Brooklyn, NY"
"4","Matt Donahue","G","6-3","175","FR","Stonington, CT"
"10","Cameron Young","G","6-6","190","SR","Los Angeles, CA"
"11","Alain Chigha","F","6-7","207","SR","Yaounde, Cameroon"
"12","Isaiah Washington","G","6-4","170","SR","Williamsport, PA"
"13","Chaise Daniels","F","6-9","220","SR","Meriden, CT"
"14","Andrew Robinson","G","6-6","215","JR","Takoma Park, MD"
"15","Rich Kelly","G","6-1","175","FR","Shelton, CT"
"21","Nathan Davis","F","6-7","200","FR","Denver, CO"
"25","Jacob Rigoni","G","6-6","190","FR","Adelaide, SA"
"31","Kevin Marfo","F","6-8","245","SO","Bergenfield, NJ"
"33","Greg Tarca","G","6-4","195","SR","Montgomery, NJ"
"34","Abdulai Bundu","F","6-6","210","JR","Upper Marlboro, MD"
