"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Makale Foreman","G","6-1","185","SO","Kingsport, TN"
"1","Rodney Chatman","G","6-1","175","SO","Lithonia, GA"
"2","Jerry Johnson Jr.","G","6-1","220","JR","Memphis, TN"
"3","David Jean-Baptiste","G","6-1","190","FR","Miami, FL"
"4","Nick DesMarais","F","6-4","193","FR","White House, TN"
"5","Nat Dixon","G","6-4","180","JR","Panama City, FL"
"10","James Lewis Jr.","F","6-6","215","FR","Charlotte, NC"
"12","Dylan Brewster","G","6-2","185","JR","Lenoir City, TN"
"21","Duane Moss","F","6-6","190","FR","Myrtle Beach, SC"
"22","Makinde London","F","6-10","220","JR","Nashville, TN"
"24","C.J. Massengill","G","6-1","175","FR","Chattanooga, TN"
"25","Justin Brown","F","6-10","200","FR","Chicago, IL"
"33","Jonathan Bryant II","G","6-3","210","FR","Orange Park, FL"
