"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Junior Robinson","G","5-5","150","SR","Mebane, NC"
"1","Bobby Planutis","F","6-8","190","FR","Hazelwood, PA"
"3","Jonah Antonio","G","6-5","180","FR","Perth, WA"
"4","James West IV","G","6-1","165","FR","Woodbridge, VA"
"5","Chris Wray","F","6-8","205","SR","Shelby, NC"
"10","Donald Carey","G","6-5","185","FR","Upper Marlboro, MD"
"11","Ace Stallings","F","6-10","230","FR","Miami, FL"
"12","Odri Dedolli","G","6-3","177","FR","Tirana, Albania"
"13","Omar Habwe","F","6-6","225","FR","Lexington, VA"
"14","Ross Young","F","6-7","196","FR","Atlanta, GA"
"15","Brandon Leftwich","G","6-2","177","FR","Brooklyn, NY"
"22","Nana Opoku","F","6-8","186","FR","Woodbridge, VA"
"23","Greg Alexander","G","6-5","205","SR","Hampton, VA"
"30","Jack Vukelich","F","6-9","210","FR","Mechanicsburg, PA"
"54","Ryan Gomes","C","6-10","240","SO","Westminster, MD"
