"Number","Name","Position","Height","Weight","Class","Hometown"
"0","D'Mitrik Trice","G","6-0","177","SO","Huber Heights, OH"
"1","Brevin Pritzl","G","6-3","197","SO","De Pere, WI"
"2","Aleem Ford","F","6-8","215","FR","Lawrenceville, GA"
"3","Walt McGrory","G","6-3","210","FR","Minneapolis, MN"
"4","Matt Ferris","G","6-6","205","JR","Appleton, WI"
"5","Aaron Moesch","F","6-8","220","SR","Green Bay, WI"
"11","Andy Van Vliet","F","7-0","228","JR","Antwerp, Belgium"
"12","Trevor Anderson","G","6-2","196","SO","Stevens Point, WI"
"15","Charles Thomas IV","F","6-8","255","JR","Highland, MD"
"20","T.J. Schlundt","G","6-5","197","JR","Oconomowoc, WI"
"21","Khalil Iverson","G","6-5","210","JR","Delaware, OH"
"22","Ethan Happ","F","6-10","235","JR","Milan, IL"
"23","Kobe King","G","6-4","203","FR","La Crosse, WI"
"25","Alex Illikainen","F","6-9","231","JR","Grand Rapids, MN"
"31","Michael Ballard","G","6-4","197","FR","Oak Park, IL"
"34","Brad Davison","G","6-3","205","FR","Maple Grove, MN"
"35","Nate Reuvers","F","6-10","215","FR","Lakeville, MN"
