"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Terrell Miller Jr.","F","6-8","245","SR","Jacksonville, FL"
"2","Jonathan Stark","G","6-0","180","SR","Munford, TN"
"4","Brion Sanchious","F","6-8","245","JR","Pompano Beach, FL"
"10","Tevin Brown","G","6-5","180","FR","Fairhope, AL"
"11","Leroy Buchanan","G","6-3","190","JR","Madison, MS"
"12","Temetrius Morant","G","6-3","170","FR","Dalzell, SC"
"13","Devin Gilmore","F","6-6","200","FR","Picayune, MS"
"22","Brion Whitley","G","6-4","195","FR","Sarasota, FL"
"23","Jachai Taylor","G","6-7","195","SO","Waukegan, IL"
"24","Anthony Smith","F","6-7","225","JR","Suitland, MD"
"25","Byron Hawkins","G","6-1","180","JR","Aalborg, Denmark"
"35","Zach Hopewell","G","6-1","175","FR","Owensboro, KY"
"40","Jalen Dupree","F","6-9","240","SO","Cordova, TN"
