"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Mike Okauru","G","6-3","180","FR","Raleigh, NC"
"1","Chase Johnson","F","6-9","205","FR","Ripley, WV"
"2","Eric Hester","G","6-3","167","FR","Clearwater, FL"
"2","Isaiah Stokes","F","6-8","270","FR","Memphis, TN"
"3","Jalen Hudson","G","6-6","192","JR","Richmond, VA"
"4","Egor Koulechov","G","6-5","205","SR","Volgograd, Russia"
"5","KeVaughn Allen","G","6-2","193","JR","Little Rock, AR"
"11","Chris Chiozza","G","6-0","175","SR","Memphis, TN"
"12","Gorjok Gak","C","6-11","245","SO","Sydney, NSW"
"13","Kevarrius Hayes","F","6-9","225","JR","Live Oak, FL"
"15","John Egbunu","C","6-11","265","SR","Bauchi, Nigeria"
"21","Dontay Bassett","F","6-9","240","FR","Oakland, CA"
"24","Deaundrae Ballard","G","6-5","195","FR","Atlanta, GA"
"25","Keith Stone","F","6-8","245","SO","Deerfield Beach, FL"
