"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Bitumba Baruti","G","6-6","210","SO","Kinshasa, Congo"
"1","David Crisp","G","6-0","195","JR","Tacoma, WA"
"2","Dan Kingma","G","5-10","160","SR","Mill Creek, WA"
"4","Matisse Thybulle","G","6-5","195","JR","Issaquah, WA"
"5","Jaylen Nowell","G","6-4","200","FR","Seattle, WA"
"11","Nahziah Carter","F","6-6","205","FR","Rochester, NY"
"12","Jason Crandall","G","6-0","--","SO","Issaquah, WA"
"13","Hameir Wright","F","6-9","215","FR","Albany, NY"
"14","Michael Carter III","G","6-4","190","FR","Seattle, WA"
"15","Noah Dickerson","F","6-8","245","JR","Atlanta, GA"
"22","Dominic Green","F","6-6","190","JR","Renton, WA"
"23","Carlos Johnson","G","6-3","215","SO","Centralia, IL"
"24","Devenir Duruisseau","F","6-8","245","JR","Palmdale, CA"
"32","Greg Bowman","F","6-7","225","SR","Mountlake Terrace, WA"
"33","Sam Timmins","F","6-11","265","SO","Dunedin, New Zealand"
