"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nych Smith","G","5-10","180","JR","Memphis, TN"
"1","Keondre Schumacher","G","6-0","175","FR","Normal, IL"
"2","Tom Pupavac","C","6-10","220","FR","Geelong, VIC"
"3","Kellen Blake","G","6-2","165","SR","Arlington, VA"
"4","Mitch Hill","F","6-4","200","SR","Cincinnati, OH"
"10","Anders Broman","G","6-2","190","SR","Duluth, MN"
"11","Charles Falden","G","6-3","190","FR","Richmond, VA"
"12","Xavier Cooks","G","6-8","185","SR","Wollongong, NSW"
"13","Bjorn Broman","G","6-0","177","JR","Duluth, MN"
"14","Adam Pickett","G","6-1","195","JR","Staunton, VA"
"15","Jermaine Ukaegbu","F","6-6","200","JR","Silver Spring, MD"
"21","Kyle Zunic","F","6-2","177","FR","Wollongong, NSW"
"22","Austin Awad","F","6-6","200","JR","Melbourne, FL"
"25","Josh Ferguson","F","6-8","200","SO","Miami, FL"
"30","Raivis Scerbinskis","F","6-8","215","FR","Riga, Latvia"
"32","Freddy Poole","F","6-7","240","SR","Columbia, SC"
"33","Matt Erps","G","5-11","180","SR","Spartanburg, SC"
"42","Joshua Davenport","F","6-5","200","JR","Cincinnati, OH"
