"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Bryce Barnes","G","5-11","172","FR","Chicago, IL"
"1","Jeremiah Bell","G","6-1","171","SO","Louisville, KY"
"3","Brock Stull","G","6-4","195","SO","Rockford, IL"
"4","Jeremy Johnson","G","6-3","175","FR","Brooklyn Park, MN"
"10","Sam Burkart","G","5-11","195","FR","Kaukauna, WI"
"11","Zac Saddler","F","6-7","200","FR","New Braunfels, TX"
"13","August Haas","G","6-1","187","FR","Copenhagen, Denmark"
"15","Baylor Peterson","G","6-2","180","SO","Edina, MN"
"20","Derek Rongstad","G","6-5","210","SO","Middleton, WI"
"23","Seth Dittmer","F","6-9","210","FR","Pewaukee, WI"
"24","Bryce Nze","F","6-7","230","FR","Hartland, WI"
"50","Brett Prahl","F","6-9","225","JR","East Troy, WI"
"52","Alex Prahl","F","6-9","225","JR","East Troy, WI"
