"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Isaac Gassman","G","6-5","180","FR","Ottawa, IL"
"2","DJ Clayton","G","6-6","185","JR","Oakland, CA"
"3","Keyshawn Evans","G","6-1","180","SO","Fort Lauderdale, FL"
"4","Daouda Ndiaye","C","7-1","215","SO","Dakar, Senegal"
"5","Matt Hein","G","6-3","185","FR","Windermere, FL"
"10","Phil Fayne","F","6-9","200","SO","Elk Grove, CA"
"11","MiKyle McIntosh","F","6-7","234","JR","Pickering, ON"
"13","Milik Yarbrough","F","6-6","230","JR","Zion, IL"
"15","Andre Washington","F","6-8","195","FR","Fort Worth, TX"
"25","Madison Williams","G","6-3","170","FR","Augusta, GA"
"34","Christian Romine","F","6-9","220","SO","Mahomet, IL"
