"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Rahamanh Katumbusi","G","6-2","195","SO","Chicago, IL"
"1","Denzel Dulin","G","6-4","200","SR","Queens, NY"
"2","A.J. Mosby","G","6-3","160","JR","Cartersville, GA"
"3","Tyler Carter","F","6-7","200","FR","Houston, TX"
"4","DeAndr̩ Davis","F","6-8","220","SR","Spotsylvania, VA"
"5","Maurice Howard","G","6-1","190","FR","Quincy, FL"
"10","Kobe Wilson","F","6-9","220","FR","Kennesaw, GA"
"12","Juwan Henderson","G","5-7","140","JR","Atlanta, GA"
"15","Avery Patterson","G","6-2","195","JR","Decatur, GA"
"20","Yalen Reed","F","6-7","200","FR","Nashville, TN"
"22","TyQuaylon Smith","F","6-8","200","SO","Jackson, LA"
"24","Reginal Johnson","F","6-5","250","JR","Monroe, LA"
"30","Marquis Vance","F","6-7","265","SR","Tchula, MS"
"50","Devon Brewer","F","6-8","260","FR","Hiram, GA"
