"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Shaqquan Aaron","G","6-7","190","SO","Seattle, WA"
"2","Jonah Mathews","G","6-3","185","FR","Santa Monica, CA"
"3","Harrison Henderson","F","6-10","220","FR","Dallas, TX"
"4","Chimezie Metu","F","6-11","225","SO","Lawndale, CA"
"5","Derryck Thornton","G","6-2","185","SO","Los Angeles, CA"
"11","Jordan McLaughlin","G","6-1","180","JR","Etiwanda, CA"
"12","Devin Fleming","G","6-2","180","SO","Moreno Valley, CA"
"21","Kurt Karis","G","6-1","190","JR","Northbrook, IL"
"22","De'Anthony Melton","G","6-4","190","FR","North Hollywood, CA"
"25","Bennie Boatwright","F","6-10","230","SO","Mission Hills, CA"
"30","Elijah Stewart","G","6-5","190","JR","Deridder, LA"
"31","Nick Rakocevic","F","6-11","215","FR","Chicago, IL"
