"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jeff Beverly","F","6-6","250","JR","League City, TX"
"3","Gino Littles","G","6-0","160","JR","Phoenix, AZ"
"4","Kyle Massie","G","5-10","160","SO","Helotes, TX"
"5","Giovanni De Nicolao","G","6-3","175","FR","Padova, Italy"
"10","Christian Wilson","G","6-2","170","JR","Baton Rouge, LA"
"11","Austin Karrer","G","6-3","180","JR","New Braunfels, TX"
"13","Byron Frohnen","G","6-5","205","FR","Las Vegas, NV"
"14","Bola Alade","G","6-4","195","SO","Plano, TX"
"20","George Willborn III","G","6-3","180","FR","Chicago, IL"
"24","Mitar Stanojevic","F","6-7","210","FR","Belgrade, Serbia"
"25","Nick Allen","F","6-8","205","SO","Surprise, AZ"
"32","James Ringholt","C","6-10","230","JR","Brisbane, QLD"
"33","A.J. Cockrell","F","6-8","230","SO","Tulsa, OK"
