"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ben Shungu","G","6-2","200","FR","Burlington, VT"
"1","Josh Hearlihy","G","6-8","213","JR","Los Angeles, CA"
"2","Trae Bell-Haynes","G","6-2","175","JR","Toronto, ON"
"3","Anthony Lamb","F","6-6","227","FR","Rochester, NY"
"4","David Urso","G","6-2","200","JR","Pittsburgh, PA"
"5","Samuel Dingba","F","6-5","205","JR","Yaounde, Cameroon"
"14","Cam Ward","G","6-2","170","JR","Marshall, WI"
"15","Kian Dalyrimple","G","6-4","177","FR","Dix Hills, NY"
"20","Ernie Duncan","G","6-3","190","SO","Evansville, IN"
"21","Everett Duncan","G","6-6","190","SO","Evansville, IN"
"25","Drew Urquhart","F","6-8","219","JR","Vancouver, BC"
"32","Josh Speidel","F","6-7","210","FR","Columbus, IN"
"35","Payton Henson","F","6-8","215","JR","Siloam Springs, AR"
"44","Nate Rohrer","F","6-7","215","JR","Underhill, VT"
