"Number","Name","Position","Height","Weight","Class","Hometown"
"0","D.J. Williams","G","6-7","210","SO","Chicago, IL"
"2","Kipper Nichols","F","6-6","225","FR","Cleveland, OH"
"3","Te'Jon Lucas","G","6-0","170","FR","Milwaukee, WI"
"5","Jalen Coleman-Lands","G","6-3","190","SO","Indianapolis, IN"
"10","Drew Cayce","G","6-1","165","SO","Libertyville, IL"
"12","Leron Black","F","6-7","220","SO","Memphis, TN"
"23","Aaron Jordan","G","6-5","190","SO","Plainfield, IL"
"35","Samson Oladimeji","G","6-4","195","FR","Rolling Meadows, IL"
"41","Clayton Jones","G","6-0","170","JR","Champaign, IL"
"43","Michael Finke","F","6-10","230","SO","Champaign, IL"
"45","Cameron Liss","F","6-6","220","JR","Northbrook, IL"
