"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Brandon Kamga","G","6-5","217","FR","Reston, VA"
"2","Austin White","G","6-1","190","JR","South Orange, NJ"
"3","Jamal Wright","G","5-11","175","FR","Upper Marlboro, MD"
"4","Jalen Williams","G","6-2","170","JR","Clinton, MD"
"13","Jahaad Proctor","G","6-3","205","FR","Harrisburg, PA"
"14","Luke Vargo","F","6-7","205","FR","Dublin, OH"
"15","Cliff Thomas Jr.","F","6-8","215","FR","Montgomery, AL"
"22","Andre Fox","G","6-4","185","SO","Greenbelt, MD"
"25","Ricky Madison","G","6-7","215","SO","Norcross, GA"
"30","Sam Berlin","C","6-10","250","SO","Manassas, VA"
"34","Jordan Whitehead","F","6-5","235","JR","Morris Plains, NJ"
"35","Dexter Gooding","G","6-4","180","SO","Daytona Beach, FL"
