"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Jordan Walker","G","6-1","177","FR","Indianapolis, IN"
"3","Keion Alexander","F","6-10","210","JR","Brooklyn, NY"
"5","Miguel Dicent","G","6-3","155","JR","Santo Domingo, Dominican Republic"
"10","Alonzo Chatman","F","6-7","200","FR","Chicago, IL"
"11","Malik Maitland","G","5-11","170","SO","Daytona Beach, FL"
"13","Lamontray Harris","F","6-7","210","SO","Louisville, KY"
"21","Wes Noble","F","6-5","190","SO","Jackson, KY"
"23","Malik Winston","G","6-4","194","FR","Baltimore, MD"
"32","Djimon Henson","G","6-3","189","FR","Indianapolis, IN"
"35","Soufiyane Diakite","F","6-6","192","JR","Bronx, NY"
