"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Alassane Kah","F","6-9","200","JR","Columbus, OH"
"2","Travis Fields","G","5-9","150","FR","Portsmouth, VA"
"3","B.J. Stith","G","6-5","210","SO","Lawrenceville, VA"
"4","Ahmad Caver","G","6-2","170","SO","Atlanta, GA"
"10","Xavier Green","G","6-4","190","FR","Williamsburg, VA"
"12","Randy Haynes","G","6-4","215","JR","Dumfries, VA"
"13","Aaron Carver","F","6-7","210","FR","Elizabeth City, NC"
"15","Trey Porter","F","6-10","205","SO","Woodbridge, VA"
"22","Keith Pinckney","G","6-1","185","JR","Lithonia, GA"
"23","Stephen Vassor","F","6-7","240","JR","Lawrenceville, VA"
"25","Brandan Stith","F","6-7","240","JR","Lawrenceville, VA"
"30","Khary Mauras","G","5-11","160","FR","Pottstown, PA"
