"Number","Name","Position","Height","Weight","Class","Hometown"
"1","D.J. Foreman","F","6-8","240","JR","Spring Valley, NY"
"3","Javon Bess","G","6-5","220","JR","Columbus, OH"
"5","Davell Roby","G","6-4","200","JR","Memphis, TN"
"10","Adonys Henriquez","G","6-6","210","JR","Orlando, FL"
"11","Jermaine Bishop","G","6-1","160","SO","Queens, NY"
"20","Jalen Johnson","F","6-7","190","FR","Baton Rouge, LA"
"21","Markos Psimitis","G","6-5","195","SO","Mytilene, Greece"
"24","Aaron Hines","G","6-0","175","JR","St. Louis, MO"
"25","Austin Gillmann","C","6-10","220","JR","St. Louis, MO"
"33","Elliott Welmer","F","6-9","215","FR","Columbus, IN"
