"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Deng Riak","F","6-10","225","FR","Melbourne, VIC"
"1","Jeremy Sheppard","G","6-1","160","FR","Richmond, VA"
"4","Elijah Hughes","G","6-6","220","FR","Beacon, NY"
"5","Isaac Fleming","G","6-3","210","JR","Wilmington, DE"
"15","Kentrell Barkley","G","6-5","205","SO","Durham, NC"
"21","B.J. Tyson","G","6-3","180","JR","Wadesboro, NC"
"22","Raquan Wilkins","G","6-5","185","FR","Atlanta, GA"
"24","John Whitley","G","5-11","165","FR","Washington, NC"
"25","Jabari Craig","F","6-10","235","JR","Toronto, ON"
"41","Addison Hill","G","6-3","180","SO","Winterville, NC"
"52","Justice Obasohan","G","6-5","200","SO","Wallace, NC"
"55","Shawn Williams","G","6-0","165","FR","Little Rock, AR"
