"Number","Name","Position","Height","Weight","Class","Hometown"
"2","James Harvey","G","6-2","170","SO","Amite, LA"
"3","Richard Laku","F","6-8","170","FR","Dallas, TX"
"5","Fred Haywood","F","6-5","190","FR","Mound Bayou, MS"
"10","Jarren Greenwood","G","6-2","175","SO","Houston, TX"
"11","Kalob Ledoux","G","6-3","215","FR","Port Barre, LA"
"13","Jacob Bonnington","F","6-10","215","FR","Sugar Land, TX"
"14","Howard Thomas","F","6-7","258","JR","Brandon, MS"
"15","LaBarrius Hill","F","6-8","210","JR","Parrish, AL"
"20","Kelvin Henry Jr.","G","6-1","175","FR","Lake Charles, LA"
"23","Jacob Ledoux","G","6-3","210","FR","Port Barre, LA"
"30","Adrian Brown","F","6-7","210","SO","Houston, TX"
"31","Stephen Ugochukwu","F","6-7","220","JR","Lewisville, TX"
