"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Stanley Davis","G","6-4","175","FR","Chester, PA"
"1","Isiah Graves","G","6-2","186","JR","Atlantic City, NJ"
"2","Martez Cameron","G","5-11","165","SO","Chicago, IL"
"3","Azariah Sykes","F","6-8","210","FR","Midlothian, VA"
"5","Tiwian Kendley","G","6-5","190","JR","Harlem, NY"
"10","Antonio Gillespie","G","6-0","170","SO","Memphis, TN"
"11","Clive Vaughan Jr.","G","6-2","190","JR","Aurora, IL"
"12","Alex Ennis","F","6-10","225","JR","Ocean, NJ"
"13","Tyler Streeter","G","6-4","190","SO","Chicago, IL"
"21","Kyle Thomas","F","6-7","200","SR","Owings Mills, MD"
"22","Phillip Carr","F","6-8","200","JR","Brooklyn, NY"
"32","David Syfax","F","6-7","205","FR","Detroit, MI"
"44","Tyjhai Byers","F","6-10","210","FR","Bethesda, MD"
