"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kyre' Hamer","G","6-2","200","SR","Stone Mountain, GA"
"1","Damontez Oliver","F","6-6","220","FR","Glen Allen, VA"
"3","Chris Clemons","G","5-9","165","SO","Raleigh, NC"
"4","Khadre Lane","F","6-5","200","SO","LAWRENCE, KS"
"5","Austin Burnette","F","6-7","220","FR","Raleigh, NC"
"10","Nick Parker","G","6-3","185","JR","Dunn, NC"
"11","Josh Crumpler","G","5-9","165","SR","Fuquay Varina, NC"
"12","Jon Ander Cuadra","F","6-8","210","SO","Vitoria, Spain"
"13","Quinton Ray","G","6-1","195","SR","Clayton, NC"
"14","Nick Greely","F","6-7","235","FR","Fairmont, WV"
"15","Mogga Lado","F","6-8","215","JR","Nampa, ID"
"22","Cory Gensler","G","6-4","190","FR","Cary, NC"
"23","Jacob Talbert","G","6-1","195","SR","Southern Pines, NC"
"24","Gray Cheers","G","6-3","175","SO","Supply, NC"
"25","Andrew Eudy","F","6-7","210","SO","Lebanon, PA"
"30","Wyatt Self","G","6-2","175","FR","Davidson, NC"
"32","Shane Whitfield","F","6-7","210","JR","Raleigh, NC"
"34","Marcus Burk","G","6-3","205","FR","Indianapolis, IN"
