"Number","Name","Position","Height","Weight","Class","Hometown"
"0","William Jackson II","G","6-4","185","SO","Athens, GA"
"1","Yante Maten","F","6-8","240","JR","Pontiac, MI"
"2","Jordan Harris","G","6-4","185","FR","Iron City, GA"
"3","Juwan Parker","G","6-4","205","JR","Tulsa, OK"
"4","Tyree Crump","G","6-1","180","FR","Bainbridge, GA"
"5","Pape Diatta","F","6-7","220","JR","Dakar, Senegal"
"11","Christian Harrison","G","6-4","200","SO","Atlanta, GA"
"13","E'Torrion Wilridge","F","6-6","220","SO","Beaumont, TX"
"32","Mike Edwards","F","6-9","225","SO","Westland, MI"
"33","Connor O'Neill","F","6-6","220","SO","Roswell, GA"
"34","Derek Ogbeide","F","6-8","245","SO","Atlanta, GA"
