"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jarriesse Blackmon","F","6-7","211","SO","Layton, UT"
"1","Eric Childress","G","6-0","190","SR","Hawthorne, CA"
"2","Gabe Vincent","G","6-3","200","JR","Stockton, CA"
"3","Clifton Powell Jr.","G","6-5","171","FR","Woodland Hills, CA"
"5","Jalen Canty","F","6-8","276","JR","Vallejo, CA"
"10","Maxwell Kupchak","F","6-7","200","SO","Los Angeles, CA"
"11","Tide Osifeso","G","5-10","155","SO","Rancho Cucamonga, CA"
"12","Alex Hart","F","6-10","227","JR","Kelowna, BC"
"13","Sam Walters","G","6-2","188","SO","Soquel, CA"
"14","Ami Lakoju","F","6-8","273","SO","Harlem, NY"
"21","Max Heidegger","G","6-2","180","FR","Westlake Village, CA"
"23","Christian Terrell","G","6-5","195","FR","Sacramento, CA"
"24","Felix White","F","6-8","237","FR","Lagos, Nigeria"
"34","Scotty Harris","G","6-5","190","FR","Portola Valley, CA"
"35","Tyler Jackson","C","7-2","284","FR","Naperville, IL"
"43","J.D. Slajchert","F","6-6","227","SO","Oak Park, CA"
"44","Andrew Pickles","F","6-8","225","FR","Seattle, WA"
