"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Rodney Herenton","G","6-1","155","FR","Chicago, IL"
"2","Robert Cartwright","G","6-2","180","SO","Pasadena, CA"
"3","Malcolm Allen","G","6-1","180","JR","Las Vegas, NV"
"4","Andrew Ekmark","G","6-2","170","FR","Paradise Valley, AZ"
"5","Kodye Pugh","F","6-8","205","FR","Baltimore, MD"
"10","Michael Humphrey","F","6-9","245","JR","Phoenix, AZ"
"11","Dorian Pickens","G","6-5","215","JR","Phoenix, AZ"
"12","Josh Hanson","G","6-1","175","JR","Houston, TX"
"13","Blake Pagon","G","6-4","190","FR","Haymarket, VA"
"14","Marcus Sheffield","G","6-5","180","SO","Alpharetta, GA"
"20","Josh Sharma","C","7-1","220","SO","Lexington, MA"
"21","Cameron Walker","F","6-7","200","SO","Santa Maria, CA"
"22","Reid Travis","F","6-8","245","JR","Minneapolis, MN"
"33","Trevor Stanback","F","6-11","220","FR","Pasadena, CA"
