"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jaquori McLaughlin","G","6-4","185","FR","Gig Harbor, WA"
"1","Stephen Thompson Jr.","G","6-4","175","SO","Los Angeles, CA"
"2","Ronnie Stacy","G","6-4","195","JR","Alexander City, AL"
"3","Tres Tinkle","F","6-8","220","SO","Missoula, MT"
"12","Drew Eubanks","F","6-10","250","SO","Troutdale, OR"
"14","Matt Dahlen","F","6-6","205","JR","Redmond, OR"
"15","Tanner Sanders","G","6-5","210","SO","Corvallis, OR"
"22","Daine Muller","G","6-4","200","JR","Billings, MT"
"23","Gligorije Rakocevic","C","6-11","255","SO","Bijelo Polj, Montenegro"
"24","Kendal Manuel","G","6-4","185","FR","Billings, MT"
"31","Christian Russell","C","6-11","235","FR","Salem, OR"
"34","Ben Kone","F","6-8","235","FR","San Jose, CA"
