"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nick Blair","F","6-5","205","SO","Las Vegas, NV"
"2","Myles Franklin","G","6-0","171","FR","Castaic, CA"
"4","Brayon Blake","F","6-7","220","JR","Seattle, WA"
"5","Jake Straughan","G","6-1","175","SO","Colton, WA"
"11","Victor Sanders","G","6-5","195","JR","Portland, OR"
"12","Chance Garvin","G","6-4","170","FR","Coulee Dam, WA"
"14","Chad Sherwood","G","6-2","180","JR","Albany, OR"
"21","Arkadiy Mkrtychyan","F","6-7","235","JR","Portland, OR"
"23","Nate Sherwood","F","6-8","215","SO","Albany, OR"
"24","Tyler Brimhall","G","6-4","195","FR","Logan, UT"
"25","Trevon Allen","G","6-2","180","FR","Lapwai, ID"
"44","Jordan Scott","F","6-6","200","JR","Colorado Springs, CO"
