"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Darrion Strong-Moore","G","6-1","180","JR","Chicago, IL"
"1","Rashard Odomes","G","6-6","212","SO","Copperas Cove, TX"
"3","Christian James","G","6-4","218","SO","Houston, TX"
"4","Jamuni McNeace","C","6-10","215","SO","Kankakee, IL"
"5","Matt Freeman","F","6-10","224","FR","Auckland, New Zealand"
"11","Kristian Doolittle","F","6-7","236","FR","Edmond, OK"
"12","Khadeem Lattin","F","6-9","212","JR","Houston, TX"
"13","Jordan Shepherd","G","6-2","180","FR","Asheville, NC"
"15","Grant Quinn","G","6-4","185","FR","Argyle, TX"
"20","Kameron McGusty","G","6-5","191","FR","Katy, TX"
"21","Dante Buford","F","6-7","221","SO","Greenville, SC"
"30","Marshall Thorpe","F","6-9","235","FR","Tulsa, OK"
"40","Richard Anderson","G","6-2","180","FR","Midwest City, OK"
