"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Dalique Mingo","G","6-2","200","JR","Long Island, NY"
"1","Kai Tease","G","6-0","175","FR","Antelope, CA"
"13","Charles Williams","G","6-4","170","FR","Richmond, VA"
"21","Nate Garvey","G","6-4","170","FR","Montvale, NJ"
"22","Ibrahim Dosunmu","F","6-7","200","FR","Chicago, IL"
"23","Jalen Jones","F","6-3","200","SO","Kinston, NC"
"25","Cameron Lewis","F","6-8","220","SO","Buffalo, NY"
"33","James Miller","G","6-4","185","JR","Clinton, NC"
"34","Michael Obindu","F","6-8","230","SO","Los Angeles, CA"
"44","Henry Odunze","F","6-8","185","FR","Erwin, NC"
