"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kevin Baker","G","6-2","180","JR","St. Louis, MO"
"3","Wesley Person","G","6-3","190","JR","Brantley, AL"
"4","Juan Davis Jr.","F","6-8","225","JR","West Point, MS"
"11","B.J. Miller","G","6-0","185","SO","Meridian, MS"
"13","Darian Adams","G","6-3","210","FR","Montgomery, AL"
"14","Jaro Moravek","F","6-8","240","JR","Handlova, Slovakia"
"15","Joshua Boykin","F","6-5","190","JR","Enterprise, AL"
"22","Whit Moreman","F","6-8","205","FR","Lagrange, GA"
"23","Jordon Varnado","F","6-6","215","SO","Brownsville, TN"
"24","Shawn Hopkins","F","6-5","195","SO","Nokia, Finland"
"30","Alex Hicks","F","6-8","215","SO","Seale, AL"
"33","Aaron Ariri","F","6-8","235","JR","Brampton, ON"
