"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nassir Barrino","G","6-0","165","FR","Newark, NJ"
"1","Tyler Williams","G","6-5","190","SO","Plano, TX"
"2","Mark Carbone","G","6-2","180","FR","Wethersfield, CT"
"3","Olin Carter III","G","6-2","190","SO","Allen, TX"
"5","Mitch Schafer","G","5-10","170","JR","Portland, OR"
"12","Juwan Gray","F","6-8","190","FR","Dover, DE"
"13","Jose Martinez","F","6-10","200","FR","Cayey, Puerto Rico"
"14","Nick Busch","G","6-4","190","FR","Santa Barbara, CA"
"15","Alex Floresca","F","6-8","230","SO","Webster Groves, MO"
"20","Cameron Neubauer","F","6-7","220","JR","Berlin, Germany"
"21","Hunter Summy","G","6-4","180","SO","Southlake, TX"
"22","Isaiah Wright","G","6-2","180","JR","Boise, ID"
"24","Isaiah Pineiro","F","6-6","210","JR","Auburn, CA"
"30","Frank Ryder","F","6-10","230","FR","Boulder, CO"
"--","Andy Nelson","C","--","--","--","--"
