"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Carlos Anderson","G","6-4","205","SO","Alton, IL"
"3","Tre Harris","G","6-5","195","SO","Edwardsville, IL"
"5","Kevion Stewart","G","6-3","175","FR","Memphis, TN"
"10","Bill Awet","F","6-8","200","FR","Sydney, NSW"
"11","Glen Pierre Jr.","C","6-11","230","JR","Orlando, FL"
"13","Christian Ellis","G","6-2","190","FR","Oakland, CA"
"20","Luka Radovic","F","6-8","230","JR","Belgrade, Serbia"
"22","Justin Benton","G","6-4","170","FR","Memphis, TN"
"24","Jalen Henry","F","6-8","220","JR","Springfield, IL"
"32","Brandon Jackson","F","6-7","205","FR","East Saint Louis, IL"
"33","D'Quan Applewhite","G","6-3","180","SO","Harvey, IL"
"34","Julian Torres","F","6-9","255","SO","Bolingbrook, IL"
"45","Keenan Simmons","F","6-6","185","JR","Michigan City, IN"
