"Number","Name","Position","Height","Weight","Class","Hometown"
"00","Jabari McGhee","F","6-7","205","SO","Albany, GA"
"1","Tobias Howard","G","6-2","185","FR","Lithonia, GA"
"3","Damari Parris","G","6-0","160","FR","Bowie, MD"
"15","Tyler Miller","G","6-4","185","JR","Louisville, KY"
"21","Marko Stajkovski","G","6-7","195","FR","Novi Sad, Serbia"
"22","Dwight Coleby","F","6-9","240","SR","Nassau, Bahamas"
"23","Justin Johnson","F","6-7","240","JR","Hazard, KY"
"24","Willie Carmichael","F","6-8","210","SO","Apopka, FL"
"43","Marty Leahy","G","6-5","210","FR","Brisbane, QLD"
"--","Lamonte Bearden","G","6-3","160","JR","Milwaukee, WI"
