"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Terrence Phillips","G","5-11","180","SO","Orange County, CA"
"3","Frankie Hughes","G","6-4","192","FR","Cleveland, OH"
"4","Jakoby Kemp","F","6-9","215","FR","Layton, UT"
"5","Mitchell Smith","F","6-10","210","FR","Van Buren, AR"
"10","Brett Rau","G","6-4","170","JR","Burlington, IL"
"11","K.J. Walton","G","6-3","200","SO","Indianapolis, IN"
"13","Trevor Glassman","G","6-3","205","JR","Bedford, NH"
"14","Reed Nikko","F","6-10","250","FR","Maple Grove, MN"
"15","Jordan Geist","G","6-2","180","SO","Fort Wayne, IN"
"21","Jordan Barnett","F","6-7","215","JR","St. Louis, MO"
"24","Kevin Puryear","F","6-7","243","SO","Blue Springs, MO"
"32","Adam Wolf","F","6-7","219","SO","Beaver Dam, WI"
"33","Cullen VanLeer","G","6-4","208","SO","Pacific, MO"
"--","- Woods","NA","--","--","--","--"
