"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Devin Watson","G","6-1","165","JR","Oceanside, CA"
"2","Ben Perez","G","6-3","175","SO","San Marcos, CA"
"3","Trey Kell","G","6-4","210","JR","San Diego, CA"
"5","Jalen McDaniels","F","6-9","190","FR","Federal Way, WA"
"10","Max Hoetzel","F","6-9","210","SO","Calabasas, CA"
"12","Emmanuel Wilson","G","6-2","185","FR","Dallas, TX"
"14","Zylan Cheatham","F","6-9","220","SO","Phoenix, AZ"
"21","Malik Pope","F","6-10","220","JR","Sacramento, CA"
"23","Montaque Gill-Caesar","G","6-6","215","SO","Vaughan, ON"
"24","Nolan Narain","F","6-9","220","FR","Hamilton, ON"
"42","Jeremy Hemsley","G","6-3","190","SO","Rancho Cucamonga, CA"
