"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Max Hazzard","G","5-10","170","FR","Los Angeles, CA"
"4","Justin Wertner","G","6-4","203","FR","Collierville, TN"
"5","Jonathan Galloway","F","6-10","235","SO","Brentwood, CA"
"11","John Edgar Jr.","F","6-5","217","FR","Chino Hills, CA"
"13","Brandon Smith","F","6-5","190","SO","Santa Ana, CA"
"14","Evan Leonard","G","6-1","190","FR","Cerritos, CA"
"23","Darrian Traylor","G","6-4","210","FR","Las Vegas, NV"
"24","Eyassu Worku","G","6-2","170","FR","Los Alamitos, CA"
"25","Spencer Rivers","G","6-2","200","SO","Winter Park, FL"
"32","Adam Liberman","C","6-10","240","FR","Valley Village, CA"
"42","Tommy Rutherford","F","6-8","220","FR","El Cajon, CA"
"50","Elston Jones","F","6-9","275","JR","Goodyear, AZ"
"55","Brad Greene","C","6-10","320","FR","Lone Pine, CA"
