"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Aaron Augustin","G","5-11","175","FR","Suwanee, GA"
"1","Kevon Harris","F","6-6","215","FR","Ellenwood, GA"
"3","Leon Gilmore III","F","6-7","215","JR","Houston, TX"
"4","Ty Charles","G","6-5","207","JR","Kennedale, TX"
"5","Josh Huntley","F","6-7","220","JR","Lauderdale Lakes, FL"
"10","Isaiah Traylor","G","6-4","190","JR","Tupelo, MS"
"11","Ivan Canete","G","6-4","185","JR","Lake Worth, FL"
"15","Chase Winchester","G","6-0","165","FR","Desoto, TX"
"22","TJ Holyfield","F","6-8","225","SO","Albuquerque, NM"
"23","Nathan Bain","F","6-6","210","SO","Freeport, GB"
"24","Samuli Nieminen","F","6-7","220","FR","Helsinki, Finland"
"32","Jovan Grujic","C","7-0","235","SO","Pancevo, Serbia"
"35","Khiorie Stewart","G","6-3","190","FR","Ashburn, VA"
