"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jeffrey Yan","G","5-9","160","FR","Dallas, TX"
"2","Jake Toolson","G","6-5","205","JR","Gilbert, AZ"
"3","Telly Davenport","G","6-4","195","FR","Idaho Falls, ID"
"4","Cory Calvert","G","6-3","190","JR","Parker, CO"
"5","Hayden Schenck","G","6-4","195","SO","Eden, UT"
"11","Conner Toolson","G","6-4","185","SO","Highland, UT"
"12","Joonas Tahvanainen","F","6-6","220","FR","Helsinki, Finland"
"21","Zach Nelson","F","6-7","220","JR","Yuba City, CA"
"22","Isaac Neilson","F","6-11","245","JR","Mission Viejo, CA"
"23","Brandon Randolph","G","6-2","190","JR","Inglewood, CA"
"24","Jared Stutzman","G","6-6","205","FR","Idaho Falls, ID"
"25","Kenneth Ogbe","G","6-6","190","JR","Munich, Germany"
