"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Kory Holden","G","6-1","181","JR","Salisbury, MD"
"2","Hassani Gravett","G","6-1","183","SO","Villa Rica, GA"
"4","Rakym Felder","G","5-10","210","FR","Brooklyn, NY"
"5","TeMarcus Blanton","G","6-5","206","SO","Locust Grove, GA"
"12","Khadim Gueye","F","7-1","235","FR","Dakar, Senegal"
"13","Tommy Corchiani","G","6-1","173","FR","Raleigh, NC"
"14","Ran Tut","F","6-9","210","JR","Melbourne, VIC"
"21","Maik Kotsar","F","6-10","245","FR","Tallin, Estonia"
"25","Christian Schmitt","G","6-0","175","FR","Mars, PA"
"30","Chris Silva","F","6-9","223","SO","Libreville, Gabon"
"31","Jarrell Holliman","F","6-7","206","JR","Alpharetta, GA"
"34","John Ragin","G","6-2","177","SO","Eastover, SC"
