"Number","Name","Position","Height","Weight","Class","Hometown"
"00","Ronnie Gombe","F","6-8","230","JR","Nairobi, Kenya"
"1","Malik Johnson","G","5-10","155","FR","Richmond, VA"
"2","Jermaine Crumpton","F","6-6","245","JR","Niagara Falls, NY"
"3","Martin Dixon-Green","G","6-3","205","SR","Toronto, ON"
"4","Kiefer Douse","G","6-3","175","SR","Brampton, ON"
"5","Kassius Robertson","G","6-3","175","JR","Toronto, ON"
"10","Selvedin Planincic","C","6-11","210","JR","Sherbrooke, ON"
"11","Chris Atkinson","G","5-9","155","SO","Hempstead, NY"
"13","Isaiah Reese","G","6-5","185","FR","Miami, FL"
"14","Spencer Foley","G","6-7","190","FR","Chicago, IL"
"22","Phil Valenti","F","6-7","200","SR","Victor, NY"
"23","Dantai St. Louis","F","6-8","235","FR","Brampton, ON"
"25","Tyrell Taylor","F","6-5","183","SO","Brooklyn, NY"
"32","Jibreel Faulkner","F","6-8","200","SO","Washington, DC"
