"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Iziahiah Sweeney","G","6-3","170","JR","Compton, CA"
"2","Josh Boyd","G","6-1","200","FR","Beaumont, TX"
"3","Devonte Hall","G","6-1","180","JR","Bossier City, LA"
"10","Reginald Kissoonlal","G","6-11","204","SO","Jacksonville, FL"
"13","Jacob Guest","G","6-4","190","FR","Bossier City, LA"
"15","Malik Metoyer","G","6-7","190","SO","Clarence, LA"
"20","Ishmael Lane","F","6-8","250","SO","Port Allen, LA"
"22","Cody Cambre","G","6-4","205","SO","French Settlement, LA"
"35","Colby Koontz","F","6-9","250","FR","Enid, OK"
"40","Tanner Hamilton","G","6-9","205","FR","Texarkana, AR"
"44","Bailey Walker","G","6-1","180","SO","Florien, LA"
