"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Donte Clark","G","6-4","194","JR","Charlotte, NC"
"1","Zach Lewis","G","6-3","185","JR","Windsor, CT"
"2","Luwane Pipkins","G","5-11","185","FR","Chicago, IL"
"3","Dejon Jarreau","G","6-5","182","FR","New Orleans, LA"
"4","Unique McLean","G","6-2","175","FR","Brooklyn, NY"
"5","Chris Baldwin","F","6-8","235","FR","Springfield, MA"
"10","Malik Hines","F","6-10","255","SO","Jackson, MS"
"11","Rayshawn Miller","G","6-1","200","SO","Boston, MA"
"14","Zach Coleman","F","6-7","218","JR","Dallas, TX"
"23","C.J. Anderson","G","6-6","207","JR","Memphis, TN"
"24","Tyrn Flowers","F","6-9","202","FR","Waterbury, CT"
"33","Seth Berger","F","6-8","212","JR","Seattle, WA"
"45","Rashaan Holloway","C","6-11","320","SO","Elmer, NJ"
"55","Brison Gresham","F","6-9","220","FR","New Orleans, LA"
"--","Tyler Bergantino","F","6-9","250","--","Spring Hill, FL"
