"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Leland Green","G","6-2","175","FR","Los Angeles, CA"
"2","Brocke Stepteau","G","5-9","160","SO","Dallas, TX"
"3","Drew Buggs","G","6-2","190","FR","Long Beach, CA"
"4","Darryl Matthews","F","6-5","215","JR","Los Angeles, CA"
"5","Matthew Owies","G","6-0","180","FR","Melbourne, VIC"
"12","Jack Purchase","F","6-8","200","SO","Melbourne, VIC"
"14","Zigmars Raimo","F","6-7","245","FR","Daugavpils, Latvia"
"15","Ido Flaisher","C","6-10","225","FR","Herzelia, Israel"
"20","Brian Garrett","G","6-4","180","JR","San Carlos, CA"
"21","Gibson Johnson","F","6-8","220","JR","Centerville, UT"
"23","Sheriff Drammeh","G","6-3","160","SO","Stockholm, Sweden"
"24","Zach Buscher","G","6-3","175","SO","Kailua, HI"
"34","Larry Lewis Jr.","G","6-3","180","JR","Milwaukee, WI"
