"Number","Name","Position","Height","Weight","Class","Hometown"
"3","Justin Miller","F","6-7","251","FR","Owensboro, KY"
"4","Frank Bartley IV","G","6-3","214","JR","Baton Rouge, LA"
"5","Kadavion Evans","G","5-11","160","FR","Shreveport, LA"
"11","Jerekius Davis","F","6-6","222","FR","Jackson, MS"
"13","Jacob Broussard","G","5-10","164","JR","Lafayette, LA"
"15","P.J. Hardy","G","6-1","170","FR","Lake Charles, LA"
"22","Johnathan Stove","G","6-4","224","JR","Baton Rouge, LA"
"23","Jordan Adebutu","G","6-2","189","FR","Baton Rouge, LA"
"25","Roydell Brown","F","6-5","184","FR","New Orleans, LA"
"31","Mason Aucoin","G","6-4","172","FR","Luling, LA"
"32","Bryce Washington","F","6-6","245","JR","New Orleans, LA"
"33","Larenz Stalcup","C","6-11","233","JR","Colorado Springs, CO"
"--","Jakeenan Gant","F","6-8","205","JR","Springfield, GA"
"--","Malik Marquetti","G","6-6","191","JR","Compton, CA"
"--","Marcus Stroman","G","6-0","183","JR","Columbia, SC"
