"Number","Name","Position","Height","Weight","Class","Hometown"
"00","Amir Warnock","C","6-9","245","JR","Atlanta, GA"
"1","Rodney Simeon","G","6-5","215","JR","Miami, FL"
"2","Corvon Butler","F","6-5","225","SR","Indianapolis, IN"
"3","Torloft Thomas","G","6-4","190","SR","Montgomery, AL"
"4","Demetrius Houston","F","6-7","190","JR","Montgomery, AL"
"5","Mehdy Ngouama","G","6-2","175","JR","Paris, France"
"11","Austin Rogers","G","6-4","180","FR","Montgomery, AL"
"12","Reginald Gee","G","6-3","175","FR","Montgomery, AL"
"13","Joseff Smith","G","6-2","175","SO","Savannah, GA"
"14","Tony Armstrong","F","6-6","205","SR","Montgomery, AL"
"20","Glenn Hollaway","F","6-10","195","JR","Douglasville, GA"
"21","Davante Pope","G","6-2","175","SR","Pensacola, FL"
"24","Branden Johnson","C","6-8","205","FR","Garfield Heights, OH"
"25","Mikel Tyson","F","6-6","215","SO","Detroit, MI"
"30","Terrance LeFlore","G","6-1","170","JR","Wetumpka, AL"
"31","Artis Cleveland","C","7-0","245","JR","Detroit, MI"
"52","Steve Rogers","G","6-1","160","JR","Montgomery, AL"
