"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kwe Askew","F","6-7","205","FR","Stamford, CT"
"2","Jashaun Agosto","G","5-11","150","FR","Seattle, WA"
"4","Julian Batts","G","5-11","175","FR","Jeannette, PA"
"12","Mitchell McMullen","G","5-8","150","FR","Schertz, TX"
"13","Nura Zanna","F","6-7","240","JR","Kaduna, Nigeria"
"14","Caylen Williams","G","6-0","170","FR","Middletown, CT"
"22","Raul Frias","G","6-1","165","SO","Miami, FL"
"24","Raiquan Clark","G","6-6","195","SO","New Haven, CT"
"30","Ashtyn Bradley","G","6-4","185","FR","Fresno, TX"
"44","Ganlandou Cisse","F","6-9","215","SO","Dakar, Senegal"
"53","Julius van Sauers","F","6-8","210","SO","Amsterdam, Netherlands"
