"Number","Name","Position","Height","Weight","Class","Hometown"
"4","Arell Hennings","G","5-8","150","JR","Seattle, WA"
"5","Siler Schneider","G","6-3","183","SO","Lansing, KS"
"11","Chima Moneke","F","6-6","223","JR","Canberra, ACT"
"22","Joe Mooney","G","6-3","187","FR","Wauconda, IL"
"23","Rogers Printup","G","6-4","205","SO","Orange, CA"
"24","Mikey Henn","F","6-8","230","FR","Bellevue, WA"
"25","A.J. John","F","6-8","225","JR","Santa Rosa, CA"
"31","Michael Onyebalu","G","6-3","190","JR","Inglewood, CA"
"40","Peter Hewitt","F","6-9","215","FR","Mountain View, CA"
"44","Garrison Goode","F","6-7","225","SO","River Hills, WI"
