"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Eric Monroe","G","6-2","175","FR","San Diego, CA"
"3","Alex Copeland","G","6-3","170","SO","Los Angeles, CA"
"10","Eric Anderson","F","6-7","215","JR","West Chester, PA"
"11","Makai Mason","G","6-1","185","JR","Greenfield, MA"
"13","Trey Phills","G","6-2","185","SO","Charlotte, NC"
"20","Noah Yates","F","6-5","210","JR","Pt Pleasant, NJ"
"22","Austin Williams","F","6-8","225","FR","Jacksonville, FL"
"23","Jordan Bruner","F","6-9","194","FR","Columbia, SC"
"24","Miye Oni","G","6-6","200","FR","Porter Ranch, CA"
"30","Landon Russell","G","6-2","180","JR","Fort Worth, TX"
"32","Blake Reynolds","F","6-7","220","SO","Jackson, MO"
"34","Thomas Ryan","F","6-4","190","SO","New York, NY"
