"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Xavier Hallinan","G","6-1","165","SO","Portland, OR"
"1","Malcolm Porter","G","6-3","190","FR","Portland, OR"
"3","Rashad Jackson","G","6-3","180","SO","Bakersfield, CA"
"4","Chier Maker","G","6-7","200","FR","Sydney, NSW"
"5","D'Marques Tyson","G","6-5","215","JR","Bothell, WA"
"11","Andre Ferguson","G","6-0","180","FR","Los Angeles, CA"
"13","Franklin Porter","G","6-3","215","SO","Portland, OR"
"15","Philipp Hartwich","C","7-1","250","JR","Cologne, Germany"
"22","Jazz Johnson","G","5-10","200","SO","Portland, OR"
"24","Gabe Taylor","F","6-8","230","JR","Portland, OR"
"25","Alec Monson","G","6-5","175","FR","Salt Lake City, UT"
"41","Joseph Smoyer","F","6-10","210","FR","Portland, OR"
