"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Brent Wrapp","G","6-3","175","JR","Boulder, CO"
"3","Taze Moore","F","6-5","180","FR","Southaven, MS"
"4","James Suber","F","6-7","210","JR","Philadelphia, PA"
"10","Justin Davis","G","6-4","180","FR","San Diego, CA"
"13","Shon Briggs","G","6-6","200","JR","Brentwood, CA"
"15","Fallou Ndoye","C","6-11","225","JR","Taif, Senegal"
"21","Greg Lee","G","6-8","200","FR","Rockford, IL"
"22","Moataz Aly","C","6-10","205","JR","Alexandria, Egypt"
"23","Damiyne Durham","G","6-4","175","SO","Oakwood, TX"
"24","Bray Barnes","F","6-5","185","SO","Bakersfield, CA"
"32","Darryl Geyen","G","5-10","165","SO","Houston, TX"
