"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Marcus Foster","G","6-3","210","JR","Wichita Falls, TX"
"1","Davion Mintz","G","6-3","175","FR","Charlotte, NC"
"2","Khyri Thomas","G","6-3","205","SO","Omaha, NE"
"4","Ronnie Harrell Jr.","G","6-7","195","SO","Denver, CO"
"5","Jordan Scurry","G","6-2","205","FR","Dedham, MA"
"11","Tyler Clement","G","6-1","185","JR","Shawnee, KS"
"14","Kaleb Joseph","G","6-3","180","JR","Nashua, NH"
"15","Martin Krampelj","F","6-9","225","FR","Grosuplje, Slovenia"
"24","Kobe Paras","G","6-6","200","FR","Manila, Philippines"
"31","Sam Dunkum","F","6-10","215","FR","North Little Rock, AR"
"32","Toby Hegner","F","6-10","235","JR","Berlin, WI"
