"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jordan Howard","G","5-11","180","JR","Chandler, AZ"
"2","Ethan Lee","F","6-6","205","JR","Camden, AR"
"3","Tyler Simmons","G","6-2","175","SO","Greenbrier, AR"
"4","Albert Christensson","F","6-9","225","JR","Lund, Sweden"
"10","Mathieu Kamba","G","6-5","210","JR","Calgary, AB"
"11","Jeff Lowery","G","6-2","195","SR","Phoenix, AZ"
"12","Darraja Parnell","G","6-4","195","FR","Andover, KS"
"13","Otas Iyekekpolor","F","6-8","220","SO","Edmonton, AB"
"22","Tanner Schmit","F","6-8","220","SO","Buffalo, NY"
"23","Aaron Weidenaar","F","6-7","205","FR","Bozeman, MT"
"24","Jared Chatham","F","6-8","185","FR","Los Angeles, CA"
"25","Thatch Unruh","G","6-5","190","SO","Branson, MO"
"32","Derreck Brooks","G","6-6","185","SR","Portland, OR"
"33","Jordan Grant","G","6-1","185","FR","Harrison, AR"
"35","Brandon Vanover","C","7-0","250","FR","Little Rock, AR"
