"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Khadeen Carrington","G","6-4","195","JR","Brooklyn, NY"
"1","Michael Nzei","F","6-8","205","SO","Makurdi, Nigeria"
"4","Eron Gordon","G","6-3","190","FR","Indianapolis, IN"
"13","Myles Powell","G","6-2","205","FR","Trenton, NJ"
"14","Ismael Sanogo","F","6-8","215","JR","Newark, NJ"
"20","Desi Rodriguez","F","6-6","215","JR","Bronx, NY"
"21","Dalton Soffer","G","6-6","195","SO","San Diego, CA"
"25","Rashed Anthony","F","6-9","235","JR","Orangeburg, SC"
"31","Angel Delgado","F","6-10","240","JR","Bajos De Haina, Dominican Republic"
"35","Manny Anderson","G","6-4","190","FR","Franklin, NJ"
