"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Payton Banks","F","6-6","223","JR","Orange, CA"
"1","Deividas Zemgulis","F","6-6","220","SO","Kaunas, Lithuania"
"4","Nazeer Bostick","G","6-4","187","FR","Philadelphia, PA"
"10","Tony Carr","G","6-3","198","FR","Philadelphia, PA"
"11","Lamar Stevens","F","6-7","218","FR","Jenkintown, PA"
"20","Alex Zhao","F","6-6","220","SO","Shanghai, China"
"22","Grant Hazle","F","6-5","192","FR","Kingwood, TX"
"23","Josh Reaves","G","6-4","210","SO","Fairfax, VA"
"24","Mike Watkins","F","6-9","246","FR","Philadelphia, PA"
"32","Satchel Pierce","F","7-0","258","JR","Barberton, OH"
"33","Shep Garner","G","6-2","187","JR","Chester, PA"
"44","Julian Moore","F","6-10","235","JR","Philadelphia, PA"
