"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Bryan Donovan","G","6-0","180","FR","Gainesville, FL"
"4","Maliek White","G","6-2","180","FR","Richmond, VA"
"5","Rodney Bullock","F","6-8","225","JR","Hampton, VA"
"11","Alpha Diallo","G","6-7","205","FR","New York, NY"
"13","Kalif Young","F","6-9","250","FR","Vaughan, ON"
"15","Emmitt Holt","F","6-7","230","JR","Webster, NY"
"21","Jalen Lindsey","G","6-7","220","JR","Murfreesboro, TN"
"22","Ricky Council II","G","6-5","200","SO","Durham, NC"
"24","Kyron Cartwright","G","5-11","185","JR","Compton, CA"
"25","Drew Edwards","G","6-4","190","SO","Perry Hall, MD"
"34","Tom Planek","F","6-6","210","JR","Oak Park, IL"
"35","Ryan Fazekas","G","6-8","215","SO","Chesterton, IN"
"44","Isaiah Jackson","G","6-6","225","SO","Gainesville, FL"
